,question,bloom_cat_name
1273,What is the momentum of a photon?,Understanding
1274,What is the wavelength of a photon?,Application
1275,What is the relationship between the energy and momentum of a photon?,Higher Order Thinking Skills
1276,What is the significance of the photoelectric effect?,Evaluation
1277,What is the energy of a photon?,Remembering
1278,What is the relationship between the energy of a photon and its wavelength?,Understanding
1279,What is the energy of a photon with a wavelength of 500 nm?,Application
1280,How does the energy of a photon change as its wavelength increases?,Higher Order Thinking Skills
1281,Which of the following statements about the energy of a photon is false?,Evaluation
1282,What is the momentum of a photon?,Remembering
1283,What is the relationship between the momentum and energy of a photon?,Understanding
1284,A photon has a wavelength of 500 nm. What is its momentum?,Application
1285,Explain how the momentum of a photon is related to its wave-particle duality.,Higher Order Thinking Skills
1286,Evaluate the following statement: The momentum of a photon is independent of its frequency.,Evaluation
1287,What is the name of the effect where electrons are emitted from a metal when light shines on it?,Remembering
1288,What is the minimum frequency of light that can cause the photoelectric effect in a given material?,Understanding
1289,What is the relationship between the energy of the emitted electrons and the frequency of the incident light?,Application
1290,What are some applications of the photoelectric effect?,Higher Order Thinking Skills
1291,What are the limitations of the photoelectric effect?,Evaluation
1292,What is the Compton Effect?,Remembering
1293,What is the wavelength of the scattered X-rays in the Compton Effect?,Understanding
1294,What is the momentum of the scattered electron in the Compton Effect?,Application
1295,What is the energy of the scattered X-rays in the Compton Effect?,Higher Order Thinking Skills
1296,What is the significance of the Compton Effect?,Evaluation
1297,Who proposed the de Broglie Hypothesis?,Remembering
1298,What does the de Broglie Hypothesis state?,Understanding
1299,What is the formula for the de Broglie wavelength?,Application
1300,How does the de Broglie Hypothesis explain the wave-particle duality of matter?,Higher Order Thinking Skills
1301,What are some of the implications of the de Broglie Hypothesis?,Evaluation
1302,What is the de Broglie wavelength?,Remembering
1303,What is the relationship between the de Broglie wavelength and the momentum of a particle?,Understanding
1304,What is the de Broglie wavelength of an electron with a momentum of 1 kg m/s?,Application
1305,What are the implications of the de Broglie wavelength for the wave-particle duality of matter?,Higher Order Thinking Skills
1306,How can the de Broglie wavelength be used to explain the behavior of electrons in an atom?,Evaluation
1307,Who conducted the Davisson and Germer Experiment?,Remembering
1308,What was the purpose of the Davisson and Germer Experiment?,Understanding
1309,What did the Davisson and Germer Experiment show?,Application
1310,What is the significance of the Davisson and Germer Experiment?,Higher Order Thinking Skills
1311,How did the Davisson and Germer Experiment contribute to the development of quantum mechanics?,Evaluation
1312,What was the purpose of the Davisson-Germer Experiment?,Remembering
1313,What was the significance of the Davisson-Germer Experiment?,Understanding
1314,How did the Davisson-Germer Experiment contribute to the development of quantum mechanics?,Application
1315,What are the implications of the Davisson-Germer Experiment for our understanding of the nature of reality?,Higher Order Thinking Skills
